user_id,date,sessions,pages_visited,time_spent,churn_flag
user_680,2025-12-05,2,9,397,0
user_481,2025-12-05,1,6,33,0
user_512,2025-12-05,0,5,166,0
user_284,2025-12-05,0,8,397,0
user_608,2025-12-05,1,5,322,0
user_252,2025-12-05,3,9,426,0
user_270,2025-12-05,0,7,348,0
user_682,2025-12-05,3,1,453,0
user_692,2025-12-05,1,5,432,0
user_664,2025-12-05,1,9,217,1
user_62,2025-12-05,0,4,273,0
user_279,2025-12-05,0,6,117,0
user_388,2025-12-05,1,6,272,0
user_785,2025-12-05,1,9,593,0
user_817,2025-12-05,1,2,206,0
user_288,2025-12-05,1,6,325,0
user_844,2025-12-05,2,6,349,0
user_442,2025-12-05,0,1,391,0
user_515,2025-12-05,1,1,56,0
user_46,2025-12-05,0,9,101,0
user_120,2025-12-05,1,5,393,0
user_412,2025-12-05,2,4,229,0
user_37,2025-12-05,4,6,283,1
user_402,2025-12-05,2,2,91,0
user_489,2025-12-05,2,6,155,0
user_258,2025-12-05,0,7,226,1
user_142,2025-12-05,0,6,368,0
user_259,2025-12-05,2,4,571,1
user_455,2025-12-05,0,3,563,1
user_378,2025-12-05,1,7,484,0
user_485,2025-12-05,1,4,397,0
user_468,2025-12-05,1,7,335,0
user_363,2025-12-05,4,7,252,0
user_869,2025-12-05,0,9,106,1
user_211,2025-12-05,1,1,386,0
user_356,2025-12-05,0,6,465,0
user_535,2025-12-05,0,8,377,0
user_647,2025-12-05,1,2,595,1
user_347,2025-12-05,2,3,538,0
user_517,2025-12-05,1,5,101,0
user_203,2025-12-05,0,9,449,1
user_38,2025-12-05,0,2,75,0
user_271,2025-12-05,1,3,340,0
user_263,2025-12-05,0,4,418,0
user_648,2025-12-05,0,9,131,1
user_829,2025-12-05,0,8,188,0
user_208,2025-12-05,2,2,426,0
user_393,2025-12-05,1,2,589,0
user_141,2025-12-05,0,1,555,0
user_656,2025-12-05,0,6,351,0
user_439,2025-12-05,1,5,525,0
user_137,2025-12-05,0,4,158,0
user_73,2025-12-05,2,5,358,0
user_688,2025-12-05,0,3,208,0
user_909,2025-12-05,0,5,531,0
user_916,2025-12-05,1,5,278,0
user_4,2025-12-05,3,2,541,0
user_597,2025-12-05,0,1,593,0
user_338,2025-12-05,2,8,356,0
user_850,2025-12-05,2,8,585,0
user_528,2025-12-05,1,1,112,0
user_741,2025-12-05,1,2,340,0
user_910,2025-12-05,0,3,578,1
user_726,2025-12-05,0,9,341,0
user_544,2025-12-05,2,5,289,0
user_983,2025-12-05,1,4,100,0
user_20,2025-12-05,0,6,439,0
user_970,2025-12-05,2,9,301,0
user_635,2025-12-05,3,3,587,0
user_941,2025-12-05,1,7,526,0
user_482,2025-12-05,2,2,386,0
user_470,2025-12-05,1,4,100,0
user_973,2025-12-05,1,4,246,0
user_156,2025-12-05,2,1,180,1
user_503,2025-12-05,4,8,543,1
user_827,2025-12-05,0,5,168,1
user_943,2025-12-05,3,2,542,0
user_382,2025-12-05,1,7,178,0
user_247,2025-12-05,3,7,84,0
user_904,2025-12-05,0,8,368,0
user_196,2025-12-05,0,6,155,0
user_754,2025-12-05,1,5,130,0
user_585,2025-12-05,0,9,38,1
user_852,2025-12-05,0,6,133,0
user_34,2025-12-05,0,2,147,0
user_269,2025-12-05,0,5,116,0
user_92,2025-12-05,0,5,492,0
user_600,2025-12-05,2,5,386,0
user_897,2025-12-05,1,7,325,0
user_863,2025-12-05,1,9,555,0
user_419,2025-12-05,1,6,153,0
user_143,2025-12-05,1,6,590,0
user_75,2025-12-05,2,6,178,0
user_989,2025-12-05,0,5,428,0
user_233,2025-12-05,3,2,546,1
user_677,2025-12-05,1,9,360,1
user_902,2025-12-05,3,7,84,0
user_500,2025-12-05,0,9,204,0
user_478,2025-12-05,2,8,419,1
user_961,2025-12-05,0,8,151,1
user_724,2025-12-05,1,9,337,1
user_200,2025-12-05,0,9,311,0
user_86,2025-12-05,0,4,402,0
user_448,2025-12-05,1,9,135,0
user_956,2025-12-05,0,9,424,0
user_466,2025-12-05,3,2,565,0
user_728,2025-12-05,2,3,532,0
user_921,2025-12-05,2,8,112,0
user_510,2025-12-05,0,9,503,0
user_57,2025-12-05,1,4,322,1
user_993,2025-12-05,1,4,89,0
user_336,2025-12-05,0,6,463,0
user_103,2025-12-05,2,6,412,0
user_114,2025-12-05,1,3,480,0
user_181,2025-12-05,2,4,501,0
user_369,2025-12-05,1,2,492,0
user_840,2025-12-05,0,3,422,0
user_687,2025-12-05,0,9,100,1
user_331,2025-12-05,2,4,560,0
user_98,2025-12-05,2,7,412,0
user_60,2025-12-05,1,2,257,0
user_756,2025-12-05,3,5,585,0
user_277,2025-12-05,1,2,533,0
user_678,2025-12-05,3,9,80,0
user_609,2025-12-05,2,2,234,0
user_220,2025-12-05,0,8,562,0
user_436,2025-12-05,2,9,337,0
user_218,2025-12-05,0,2,554,0
user_469,2025-12-05,2,9,592,0
user_285,2025-12-05,1,8,212,0
user_790,2025-12-05,0,4,70,0
user_642,2025-12-05,2,8,537,0
user_128,2025-12-05,1,1,235,0
user_832,2025-12-05,1,3,116,0
user_140,2025-12-05,2,2,107,0
user_152,2025-12-05,3,3,366,0
user_224,2025-12-05,0,6,334,0
user_186,2025-12-05,0,4,307,0
user_841,2025-12-05,1,7,470,0
user_689,2025-12-05,2,2,346,0
user_912,2025-12-05,1,3,106,0
user_118,2025-12-05,2,3,490,0
user_5,2025-12-05,0,5,536,0
user_971,2025-12-05,1,5,247,0
user_637,2025-12-05,1,1,507,1
user_649,2025-12-05,0,9,170,0
user_112,2025-12-05,0,6,432,0
user_123,2025-12-05,1,2,141,0
user_148,2025-12-05,2,4,474,0
user_593,2025-12-05,1,7,103,0
user_965,2025-12-05,3,2,403,0
user_99,2025-12-05,0,5,525,1
user_155,2025-12-05,2,9,100,0
user_44,2025-12-05,1,6,578,0
user_81,2025-12-05,1,6,396,0
user_804,2025-12-05,0,5,299,0
user_3,2025-12-05,1,4,349,0
user_326,2025-12-05,0,7,551,0
user_354,2025-12-05,0,5,261,0
user_426,2025-12-05,0,5,388,1
user_977,2025-12-05,1,2,327,0
user_572,2025-12-05,2,9,582,0
user_129,2025-12-05,1,3,359,0
user_467,2025-12-05,1,8,123,0
user_592,2025-12-05,1,6,580,0
user_540,2025-12-05,2,2,586,0
user_176,2025-12-05,0,5,267,0
user_823,2025-12-05,2,3,106,0
user_967,2025-12-05,3,4,250,0
user_149,2025-12-05,4,3,53,0
user_245,2025-12-05,3,4,486,0
user_54,2025-12-05,2,1,498,0
user_711,2025-12-05,0,6,140,0
user_794,2025-12-05,1,4,538,0
user_878,2025-12-05,3,4,441,0
user_717,2025-12-05,0,5,187,0
user_53,2025-12-05,1,8,58,0
user_583,2025-12-05,0,2,144,0
user_182,2025-12-05,0,4,82,0
user_422,2025-12-05,0,3,374,0
user_505,2025-12-05,2,1,402,0
user_244,2025-12-05,0,5,328,0
user_816,2025-12-05,1,9,389,0
user_139,2025-12-05,2,8,409,0
user_385,2025-12-05,4,9,120,0
user_90,2025-12-05,3,1,577,0
user_798,2025-12-05,1,5,520,0
user_734,2025-12-05,0,1,411,0
user_959,2025-12-05,1,2,448,0
user_428,2025-12-05,1,3,540,0
user_78,2025-12-05,0,5,150,0
user_223,2025-12-05,2,1,211,0
user_459,2025-12-05,0,6,473,0
user_398,2025-12-05,0,6,116,0
user_529,2025-12-05,2,8,185,0
user_753,2025-12-05,0,5,532,0
user_744,2025-12-05,2,9,437,0
user_40,2025-12-05,2,8,599,0
user_205,2025-12-05,0,9,345,0
user_853,2025-12-05,3,5,516,0
user_63,2025-12-05,1,4,333,0
user_525,2025-12-05,0,9,453,0
user_854,2025-12-05,1,2,304,0
user_6,2025-12-05,1,8,453,1
user_826,2025-12-05,0,9,127,0
user_173,2025-12-05,0,6,336,0
user_83,2025-12-05,2,9,435,0
user_26,2025-12-05,6,7,119,0
user_552,2025-12-05,0,6,569,0
user_161,2025-12-05,1,7,306,0
user_665,2025-12-05,0,9,490,0
user_406,2025-12-05,0,4,588,1
user_675,2025-12-05,0,7,357,0
user_301,2025-12-05,2,1,331,0
user_381,2025-12-05,1,8,314,0
user_440,2025-12-05,0,1,585,1
user_265,2025-12-05,0,2,171,0
user_859,2025-12-05,2,8,322,0
user_216,2025-12-05,1,4,296,0
user_45,2025-12-05,1,1,417,0
user_450,2025-12-05,0,8,432,1
user_115,2025-12-05,1,8,466,0
user_130,2025-12-05,0,2,590,1
user_39,2025-12-05,1,9,238,0
user_743,2025-12-05,2,4,254,0
user_894,2025-12-05,0,4,485,0
user_634,2025-12-05,0,9,254,0
user_749,2025-12-05,0,7,518,0
user_145,2025-12-05,2,5,300,0
user_629,2025-12-05,1,2,414,0
user_691,2025-12-05,0,8,412,0
user_355,2025-12-05,1,4,449,0
user_714,2025-12-05,0,8,370,0
user_979,2025-12-05,1,9,546,0
user_313,2025-12-05,2,5,252,0
user_377,2025-12-05,0,7,370,0
user_84,2025-12-05,1,9,34,0
user_300,2025-12-05,0,6,107,0
user_571,2025-12-05,0,1,168,0
user_751,2025-12-05,2,4,38,0
user_651,2025-12-05,0,5,219,1
user_429,2025-12-05,1,9,159,0
user_483,2025-12-05,0,4,339,0
user_358,2025-12-05,0,6,367,0
user_874,2025-12-05,0,5,178,0
user_473,2025-12-05,2,5,141,0
user_702,2025-12-06,0,5,177,1
user_548,2025-12-06,3,6,480,0
user_888,2025-12-06,0,5,274,0
user_379,2025-12-06,0,2,470,0
user_475,2025-12-06,1,7,529,0
user_896,2025-12-06,0,2,233,0
user_2,2025-12-06,4,2,548,0
user_418,2025-12-06,0,5,528,1
user_645,2025-12-06,0,9,431,0
user_697,2025-12-06,1,1,592,0
user_744,2025-12-06,0,8,187,0
user_353,2025-12-06,0,7,351,0
user_118,2025-12-06,2,1,382,0
user_90,2025-12-06,1,2,522,0
user_124,2025-12-06,3,7,371,0
user_12,2025-12-06,3,5,560,1
user_271,2025-12-06,1,9,32,0
user_663,2025-12-06,1,6,386,0
user_464,2025-12-06,1,1,66,0
user_240,2025-12-06,2,4,234,0
user_451,2025-12-06,2,5,90,0
user_430,2025-12-06,4,2,241,0
user_853,2025-12-06,1,8,576,0
user_76,2025-12-06,0,5,599,0
user_410,2025-12-06,1,3,94,0
user_390,2025-12-06,2,5,190,0
user_95,2025-12-06,3,9,599,0
user_955,2025-12-06,0,2,169,0
user_848,2025-12-06,1,1,345,0
user_372,2025-12-06,1,4,176,0
user_23,2025-12-06,0,6,493,0
user_144,2025-12-06,0,8,90,0
user_182,2025-12-06,0,1,168,0
user_760,2025-12-06,1,4,253,0
user_984,2025-12-06,2,1,480,0
user_352,2025-12-06,0,9,436,0
user_159,2025-12-06,0,5,347,1
user_45,2025-12-06,1,4,368,0
user_754,2025-12-06,0,5,237,1
user_60,2025-12-06,2,4,559,0
user_120,2025-12-06,2,3,275,0
user_314,2025-12-06,2,1,93,0
user_195,2025-12-06,1,5,148,0
user_749,2025-12-06,0,2,309,0
user_174,2025-12-06,2,1,196,0
user_320,2025-12-06,1,7,375,0
user_303,2025-12-06,1,1,445,0
user_748,2025-12-06,0,8,472,0
user_722,2025-12-06,1,4,342,0
user_691,2025-12-06,1,8,428,0
user_875,2025-12-06,1,1,385,0
user_434,2025-12-06,2,7,189,0
user_40,2025-12-06,0,2,406,0
user_81,2025-12-06,0,3,220,0
user_456,2025-12-06,1,8,389,0
user_559,2025-12-06,4,7,348,0
user_798,2025-12-06,0,6,122,1
user_664,2025-12-06,1,7,265,1
user_138,2025-12-06,3,7,85,0
user_960,2025-12-06,2,2,114,1
user_31,2025-12-06,1,8,99,0
user_170,2025-12-06,0,4,103,0
user_591,2025-12-06,1,4,531,0
user_483,2025-12-06,0,8,557,0
user_741,2025-12-06,1,2,46,0
user_417,2025-12-06,1,8,590,0
user_452,2025-12-06,1,4,45,0
user_287,2025-12-06,2,8,133,0
user_777,2025-12-06,0,5,161,0
user_34,2025-12-06,0,8,194,0
user_843,2025-12-06,1,1,104,0
user_413,2025-12-06,0,5,341,0
user_325,2025-12-06,1,1,502,0
user_913,2025-12-06,0,9,225,0
user_68,2025-12-06,0,6,370,0
user_192,2025-12-06,0,5,402,0
user_331,2025-12-06,1,5,595,0
user_415,2025-12-06,0,6,397,0
user_54,2025-12-06,1,4,179,0
user_376,2025-12-06,1,3,103,0
user_337,2025-12-06,0,8,564,0
user_936,2025-12-06,1,9,425,0
user_6,2025-12-06,2,6,312,0
user_707,2025-12-06,2,2,308,0
user_878,2025-12-06,0,7,557,0
user_437,2025-12-06,1,3,554,1
user_590,2025-12-06,2,2,191,0
user_637,2025-12-06,4,6,543,0
user_84,2025-12-06,0,7,399,1
user_752,2025-12-06,1,9,585,0
user_425,2025-12-06,1,2,338,0
user_611,2025-12-06,1,5,163,0
user_333,2025-12-06,3,7,353,0
user_388,2025-12-06,1,5,278,0
user_122,2025-12-06,1,6,210,0
user_904,2025-12-06,1,3,588,0
user_938,2025-12-06,0,8,39,0
user_685,2025-12-06,1,9,582,0
user_872,2025-12-06,1,2,594,1
user_807,2025-12-06,0,9,414,1
user_797,2025-12-06,1,3,557,0
user_863,2025-12-06,0,3,534,0
user_99,2025-12-06,1,8,458,0
user_831,2025-12-06,0,2,273,0
user_488,2025-12-06,1,6,338,1
user_636,2025-12-06,1,8,541,0
user_689,2025-12-06,1,3,492,1
user_222,2025-12-06,0,3,552,0
user_854,2025-12-06,0,9,191,1
user_414,2025-12-06,0,4,426,0
user_659,2025-12-06,2,3,460,0
user_250,2025-12-06,0,3,385,0
user_355,2025-12-06,2,3,298,0
user_530,2025-12-06,0,4,380,0
user_705,2025-12-06,2,9,429,0
user_825,2025-12-06,0,6,450,0
user_199,2025-12-06,0,9,518,0
user_402,2025-12-06,2,3,211,0
user_336,2025-12-06,0,5,501,0
user_315,2025-12-06,0,7,261,1
user_622,2025-12-06,0,9,329,0
user_563,2025-12-06,1,3,535,0
user_33,2025-12-06,1,8,503,0
user_71,2025-12-06,0,8,444,1
user_347,2025-12-06,1,3,472,0
user_778,2025-12-06,1,8,120,0
user_631,2025-12-06,0,6,402,0
user_947,2025-12-06,3,6,457,0
user_69,2025-12-06,1,5,105,0
user_59,2025-12-06,1,2,543,0
user_147,2025-12-06,2,9,332,0
user_235,2025-12-06,0,5,437,0
user_647,2025-12-06,1,8,590,0
user_521,2025-12-06,0,4,460,1
user_369,2025-12-06,0,7,425,0
user_842,2025-12-06,1,7,316,1
user_968,2025-12-06,0,9,161,0
user_892,2025-12-06,2,5,383,0
user_266,2025-12-06,0,8,337,1
user_92,2025-12-06,0,7,553,0
user_78,2025-12-06,3,7,569,0
user_952,2025-12-06,1,2,180,0
user_371,2025-12-06,3,8,188,0
user_594,2025-12-06,1,6,413,0
user_824,2025-12-06,1,5,465,0
user_837,2025-12-06,1,5,369,0
user_786,2025-12-06,0,3,587,0
user_540,2025-12-06,0,7,527,0
user_383,2025-12-06,0,5,220,0
user_87,2025-12-06,1,2,349,0
user_981,2025-12-06,0,5,76,0
user_184,2025-12-06,0,9,584,0
user_817,2025-12-06,1,8,578,0
user_781,2025-12-06,1,2,182,0
user_9,2025-12-06,0,3,231,0
user_615,2025-12-06,0,3,311,0
user_666,2025-12-06,0,9,302,1
user_859,2025-12-06,1,2,360,0
user_884,2025-12-06,1,8,555,0
user_210,2025-12-06,0,6,513,0
user_179,2025-12-06,1,2,561,0
user_635,2025-12-06,0,1,162,0
user_883,2025-12-06,0,9,121,0
user_74,2025-12-06,2,2,137,0
user_321,2025-12-06,1,9,133,0
user_264,2025-12-06,2,4,72,0
user_669,2025-12-06,0,5,213,1
user_627,2025-12-06,0,2,562,0
user_811,2025-12-06,1,5,466,0
user_560,2025-12-06,2,3,40,0
user_215,2025-12-06,0,1,489,0
user_535,2025-12-06,2,6,551,0
user_610,2025-12-06,2,7,598,0
user_91,2025-12-06,0,1,405,1
user_98,2025-12-06,0,3,80,0
user_86,2025-12-06,2,7,105,0
user_914,2025-12-06,3,8,327,0
user_959,2025-12-06,1,3,288,0
user_168,2025-12-06,2,8,451,0
user_890,2025-12-06,0,3,193,0
user_313,2025-12-06,0,8,298,1
user_874,2025-12-06,2,4,193,0
user_123,2025-12-06,1,5,158,0
user_334,2025-12-06,2,1,449,0
user_774,2025-12-06,2,3,247,0
user_564,2025-12-06,1,3,309,0
user_38,2025-12-06,2,6,212,1
user_374,2025-12-06,1,9,544,0
user_263,2025-12-06,1,4,99,0
user_285,2025-12-06,1,1,336,1
user_994,2025-12-06,2,3,64,0
user_768,2025-12-06,1,1,228,0
user_514,2025-12-06,1,9,530,0
user_699,2025-12-06,2,4,396,0
user_829,2025-12-06,2,1,179,1
user_282,2025-12-06,1,3,537,0
user_330,2025-12-06,3,1,328,0
user_746,2025-12-06,1,2,171,0
user_941,2025-12-06,2,4,569,0
user_577,2025-12-06,2,5,555,0
user_654,2025-12-06,3,9,110,0
user_212,2025-12-06,1,6,466,0
user_838,2025-12-06,2,5,426,0
user_507,2025-12-06,2,7,347,0
user_214,2025-12-06,0,1,45,1
user_364,2025-12-06,4,7,341,0
user_547,2025-12-06,0,8,240,0
user_75,2025-12-06,2,8,69,0
user_640,2025-12-06,0,4,309,0
user_715,2025-12-06,0,8,134,0
user_747,2025-12-06,1,2,393,0
user_186,2025-12-06,1,2,179,0
user_432,2025-12-06,2,3,461,0
user_965,2025-12-06,3,1,329,0
user_277,2025-12-06,1,1,225,0
user_420,2025-12-06,2,5,553,0
user_600,2025-12-06,1,4,115,0
user_189,2025-12-06,0,5,587,0
user_72,2025-12-06,0,2,246,1
user_335,2025-12-06,0,8,353,0
user_308,2025-12-06,1,2,136,0
user_562,2025-12-06,3,5,257,0
user_53,2025-12-06,1,1,572,0
user_665,2025-12-06,1,6,520,0
user_244,2025-12-06,0,7,585,1
user_993,2025-12-06,0,6,463,1
user_833,2025-12-06,1,4,280,0
user_255,2025-12-06,3,7,211,0
user_428,2025-12-06,1,3,521,0
user_953,2025-12-06,1,9,59,0
user_588,2025-12-06,2,6,244,0
user_127,2025-12-06,0,5,466,0
user_545,2025-12-06,2,8,366,0
user_416,2025-12-06,1,2,330,0
user_558,2025-12-06,1,6,126,1
user_911,2025-12-06,1,3,211,0
user_733,2025-12-06,2,8,134,0
user_166,2025-12-06,2,1,541,0
user_115,2025-12-06,1,4,92,0
user_607,2025-12-06,0,3,109,0
user_886,2025-12-06,1,3,386,0
user_112,2025-12-06,1,6,523,0
user_299,2025-12-06,0,3,166,1
user_113,2025-12-06,1,5,36,0
user_882,2025-12-06,2,3,403,0
user_56,2025-12-06,4,7,258,0
user_603,2025-12-06,1,2,244,0
user_857,2025-12-06,1,8,432,0
user_83,2025-12-06,2,5,276,0
user_765,2025-12-06,1,9,206,0
user_176,2025-12-06,0,6,460,0
user_805,2025-12-06,3,6,457,0
user_729,2025-12-06,2,4,381,0
user_283,2025-12-06,0,5,80,0
user_609,2025-12-06,0,2,236,0
user_519,2025-12-06,0,8,578,0
user_696,2025-12-06,0,3,563,0
user_924,2025-12-06,1,3,266,0
user_755,2025-12-06,0,5,270,1
user_860,2025-12-06,1,3,586,0
user_460,2025-12-06,2,7,480,0
user_312,2025-12-06,0,6,546,0
user_161,2025-12-06,0,3,400,0
user_532,2025-12-06,0,4,221,0
user_238,2025-12-06,0,3,36,0
user_687,2025-12-06,1,7,160,0
user_943,2025-12-06,4,7,60,0
user_196,2025-12-06,1,5,315,0
user_602,2025-12-06,2,7,564,0
user_661,2025-12-06,0,5,290,0
user_370,2025-12-06,0,8,208,0
user_217,2025-12-06,0,7,387,0
user_77,2025-12-06,0,7,567,0
user_46,2025-12-06,0,3,536,0
user_377,2025-12-06,0,8,60,0
user_88,2025-12-06,1,3,472,0
user_894,2025-12-06,0,2,423,0
user_796,2025-12-06,0,9,494,0
user_813,2025-12-06,1,6,192,0
user_730,2025-12-06,0,9,591,0
user_427,2025-12-06,6,2,475,0
user_651,2025-12-06,1,3,301,0
user_523,2025-12-06,1,9,148,0
user_619,2025-12-06,0,1,287,0
user_673,2025-12-06,1,8,58,0
user_441,2025-12-06,3,6,314,0
user_30,2025-12-06,0,3,77,0
user_726,2025-12-06,1,3,373,0
user_307,2025-12-06,0,3,50,0
user_489,2025-12-06,1,2,246,0
user_354,2025-12-06,0,1,582,0
user_239,2025-12-06,0,3,542,0
user_578,2025-12-06,0,2,478,0
user_63,2025-12-06,1,8,381,0
user_717,2025-12-06,1,8,413,0
user_477,2025-12-06,0,7,446,0
user_504,2025-12-06,1,5,143,0
user_510,2025-12-06,1,7,238,0
user_348,2025-12-06,0,9,545,1
user_173,2025-12-06,3,3,65,0
user_565,2025-12-06,0,3,245,0
user_880,2025-12-06,3,8,595,0
user_426,2025-12-06,0,1,137,0
user_61,2025-12-06,1,6,526,0
user_710,2025-12-06,2,2,495,0
user_985,2025-12-06,0,7,562,0
user_983,2025-12-06,1,5,43,0
user_302,2025-12-06,1,6,110,0
user_839,2025-12-06,0,6,217,1
user_346,2025-12-06,2,7,550,0
user_515,2025-12-06,0,8,526,0
user_979,2025-12-06,1,6,118,0
user_762,2025-12-06,2,6,402,0
user_681,2025-12-06,0,8,591,0
user_999,2025-12-06,4,4,463,0
user_823,2025-12-06,0,5,234,1
user_725,2025-12-06,1,1,415,0
user_385,2025-12-06,2,5,122,0
user_197,2025-12-06,1,5,463,0
user_270,2025-12-06,1,2,521,0
user_295,2025-12-06,3,8,50,0
user_628,2025-12-06,0,4,575,0
user_200,2025-12-06,1,9,62,0
user_920,2025-12-06,0,1,485,1
user_178,2025-12-06,1,9,185,0
user_680,2025-12-06,0,9,69,1
user_713,2025-12-06,0,5,402,0
user_809,2025-12-06,0,3,393,0
user_392,2025-12-06,0,4,358,0
user_278,2025-12-06,1,3,576,0
user_25,2025-12-06,0,9,428,0
user_156,2025-12-06,2,6,450,0
user_288,2025-12-06,1,2,142,0
user_17,2025-12-06,0,8,40,0
user_757,2025-12-06,0,6,164,1
user_455,2025-12-06,1,8,391,0
user_293,2025-12-06,1,5,583,0
user_154,2025-12-06,1,9,448,0
user_107,2025-12-06,1,8,361,0
user_183,2025-12-06,0,9,232,1
user_711,2025-12-06,3,6,71,0
user_700,2025-12-06,0,4,170,0
user_262,2025-12-06,2,9,96,0
user_909,2025-12-06,1,6,467,0
user_243,2025-12-06,0,9,116,0
user_555,2025-12-06,1,9,368,0
user_520,2025-12-06,2,3,599,0
user_720,2025-12-06,1,5,520,0
user_367,2025-12-06,1,6,139,0
user_191,2025-12-06,1,4,268,0
user_973,2025-12-06,1,9,227,0
user_698,2025-12-06,1,5,343,0
user_301,2025-12-06,0,8,84,1
user_642,2025-12-06,2,1,256,0
user_467,2025-12-06,0,4,39,0
user_126,2025-12-06,1,5,74,0
user_265,2025-12-06,0,1,526,0
user_58,2025-12-06,0,9,246,0
user_887,2025-12-06,2,4,271,0
user_230,2025-12-06,2,8,421,0
user_24,2025-12-06,1,4,161,0
user_683,2025-12-06,1,8,367,1
user_368,2025-12-06,1,6,472,1
user_517,2025-12-06,1,2,121,0
user_209,2025-12-06,1,6,256,0
user_496,2025-12-06,2,5,374,0
user_814,2025-12-06,0,3,279,0
user_121,2025-12-06,1,3,504,0
user_249,2025-12-06,2,4,428,0
user_169,2025-12-06,0,4,463,0
user_411,2025-12-06,0,6,336,1
user_845,2025-12-06,1,3,497,0
user_772,2025-12-06,1,4,175,0
user_412,2025-12-06,0,8,55,1
user_152,2025-12-06,1,5,585,0
user_544,2025-12-06,1,7,62,0
user_108,2025-12-06,0,2,59,0
user_41,2025-12-06,1,2,238,0
user_709,2025-12-06,1,1,346,0
user_298,2025-12-06,1,9,324,0
user_497,2025-12-06,1,2,273,0
user_850,2025-12-06,1,5,595,0
user_16,2025-12-06,1,5,67,0
user_528,2025-12-06,0,2,78,0
user_409,2025-12-06,1,9,471,0
user_550,2025-12-06,2,2,526,0
user_65,2025-12-06,4,4,350,0
user_448,2025-12-06,2,4,585,0
user_22,2025-12-06,2,1,229,0
user_15,2025-12-06,1,5,451,0
user_26,2025-12-06,0,6,559,1
user_317,2025-12-06,0,6,440,0
user_180,2025-12-06,2,4,560,0
user_384,2025-12-06,0,5,77,1
user_473,2025-12-06,2,7,372,0
user_944,2025-12-06,0,8,416,0
user_128,2025-12-06,0,6,370,0
user_194,2025-12-06,0,6,482,0
user_957,2025-12-06,2,4,65,0
user_695,2025-12-06,0,6,166,0
user_141,2025-12-06,1,9,257,0
user_732,2025-12-06,4,6,538,0
user_10,2025-12-06,0,9,286,0
user_500,2025-12-06,0,8,76,0
user_221,2025-12-06,0,8,516,0
user_326,2025-12-06,2,3,429,0
user_136,2025-12-06,3,7,493,0
user_387,2025-12-06,1,3,340,0
user_950,2025-12-06,0,1,69,0
user_844,2025-12-06,1,7,121,0
user_42,2025-12-06,1,4,462,0
user_714,2025-12-06,1,2,72,0
user_735,2025-12-06,0,1,264,0
user_394,2025-12-06,1,1,555,0
user_718,2025-12-06,0,2,515,0
user_310,2025-12-06,1,3,433,0
user_332,2025-12-06,1,1,78,0
user_784,2025-12-06,1,6,322,0
user_738,2025-12-06,2,6,53,0
user_583,2025-12-06,0,5,528,0
user_840,2025-12-06,2,5,61,0
user_375,2025-12-06,1,3,366,0
user_503,2025-12-06,2,6,93,1
user_873,2025-12-06,1,8,485,0
user_971,2025-12-06,0,6,502,0
user_855,2025-12-06,1,7,372,0
user_682,2025-12-06,2,4,336,0
user_478,2025-12-06,0,8,197,0
user_923,2025-12-06,0,2,596,0
user_835,2025-12-06,1,9,466,0
user_870,2025-12-06,2,8,569,0
user_871,2025-12-06,2,8,548,0
user_533,2025-12-06,1,2,292,0
user_516,2025-12-06,1,8,318,0
user_85,2025-12-06,1,7,374,0
user_253,2025-12-06,1,2,364,0
user_582,2025-12-06,1,6,57,0
user_939,2025-12-06,3,5,122,1
user_703,2025-12-06,0,5,40,0
user_537,2025-12-06,1,2,123,0
user_338,2025-12-06,0,5,178,0
user_133,2025-12-06,1,9,304,0
user_910,2025-12-06,3,7,180,0
user_830,2025-12-06,2,4,262,0
user_579,2025-12-06,0,5,248,0
user_223,2025-12-06,1,2,444,0
user_391,2025-12-06,0,4,326,0
user_345,2025-12-06,2,3,78,0
user_19,2025-12-06,1,3,32,0
user_644,2025-12-06,0,6,386,0
user_946,2025-12-06,0,3,302,0
user_546,2025-12-06,1,9,520,0
user_274,2025-12-06,0,2,171,0
user_256,2025-12-06,1,9,333,0
user_381,2025-12-06,0,1,474,0
user_296,2025-12-06,1,9,69,0
user_869,2025-12-06,0,6,479,0
user_989,2025-12-06,3,5,201,0
user_658,2025-12-06,0,8,53,1
user_776,2025-12-06,0,5,567,0
user_226,2025-12-06,2,7,151,0
user_3,2025-12-06,0,3,118,0
user_930,2025-12-06,2,8,178,0
user_50,2025-12-06,0,6,346,0
user_67,2025-12-06,1,8,472,0
user_785,2025-12-06,1,6,544,1
user_275,2025-12-06,2,1,149,0
user_286,2025-12-06,2,7,147,0
user_949,2025-12-06,0,1,414,0
user_490,2025-12-06,0,2,437,0
user_246,2025-12-06,0,5,578,0
user_378,2025-12-06,1,4,136,1
user_925,2025-12-06,0,9,300,0
user_373,2025-12-06,1,9,467,0
user_996,2025-12-06,1,4,530,0
user_592,2025-12-06,0,7,123,0
user_879,2025-12-06,1,7,208,0
user_616,2025-12-06,1,5,190,0
user_349,2025-12-06,1,1,454,0
user_164,2025-12-06,0,6,500,0
user_484,2025-12-06,1,3,485,0
user_27,2025-12-06,4,2,322,0
user_398,2025-12-06,1,9,290,0
user_137,2025-12-06,0,1,348,0
user_901,2025-12-06,0,5,583,0
user_632,2025-12-06,1,3,452,1
user_753,2025-12-06,2,6,551,0
user_393,2025-12-06,1,7,40,0
user_198,2025-12-06,1,3,300,0
